web-scraper-order,web-scraper-start-url,story-link,story-link-href,story-text
"1584588178-428","https://www.rnz.co.nz/news/the-wireless","How getting a job turned into a series of tests","https://www.rnz.co.nz/news/the-wireless/375283/how-getting-a-job-turned-into-a-series-of-tests","Instead, such tools should be used as part of a deeper conversation about the person and their skills to assess the maturity of their personality. “I’ve seen organisations get people to fill in online questionnaires and if it doesn’t look like what they think they want then they don’t even get an interview,” he says. “That happens even in government departments. Personality is really complex; some of the greatest social scientists of human history devoted their lives to try and understand it with some depth and you can’t just do a two-day course and say you can [understand it]."
"1584588171-265","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","Schrader has lobbied for the preservation of the building and last year wrote an essay on its history. “It’s clearly derelict. There’s graffiti all over it. It’s been poorly maintained and you can see where bits of concrete have come off, and I can understand why people want it to come down,” he says. “But can an ugly building be heritage? I really think it can.”"
"1584588162-5","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","Author Richard Seymour wrote of trolls in the London Review of Books: “The troll has it both ways. He is magnificently indifferent to social norms, which he transgresses for the lulz, yet often at the same time a vengeful punisher: both the Joker and Batman.”"
"1584588169-250","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","If it is an emergency and you feel like you or someone else is at risk, call 111."
"1584588169-180","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“Every moment with you is amazing. I’m grateful to God that I had a girl like you, Evka”"
"1584588180-461","https://www.rnz.co.nz/news/the-wireless","How I swapped crime for Krump","https://www.rnz.co.nz/news/the-wireless/375281/william-rakena-how-i-swapped-crime-for-krump","I got more into Krump because it’s more the expression, the feeling behind it. Usually people would look at Krump as angry people that are doing all these aggressive movements, but when I looked more into it, for me, it was like, Krump doesn’t just have to be angry. Sometimes it can be emotional as. All the negative energy, all the things that you’re dealing with that are not going your way - for me, Krump can be a way of releasing all that negative energy through movement instead of taking it out on people, which could hurt others. Instead you can just chuck it there on the floor and no one’s hurt, but everyone - they feel what you feel."
"1584588174-373","https://www.rnz.co.nz/news/the-wireless","The kids left bed-bound by chronic fatigue","https://www.rnz.co.nz/news/the-wireless/375278/the-children-left-bed-bound-by-fatigue","Vallings estimates about 20 percent of people with ME/CFS make a full recovery, another 20 percent will return to a level of health where they can manage a reasonably normal life, and the remaining 60 percent “will remain unwell for a very long time and may not be able to work or fulfil a normal lifestyle”. She devises a suitable management plan for each patient, focusing on five main areas: stress management, caution with exercise, good nutrition, sleep management and pain management."
"1584588169-160","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","The black and white passport photo showed a young Cerven - only 16-years-old when the document was issued. In the photo on his drivers licence, he wore a fuschia t-shirt and grinned."
"1584588171-309","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","“There needs to be some kind of coming together by different agencies, whether that includes the government or council.”"
"1584588165-74","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","***"
"1584588162-16","https://www.rnz.co.nz/news/the-wireless","In defence of trolls","https://www.rnz.co.nz/news/the-wireless/375275/in-defence-of-trolls","The author is accused of trolling. 
Photo: Unknown"
"1584588171-263","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","***"
"1584588169-213","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","Judith’s reaction to the news is similar. “So it was too late, anyway.”"
"1584588171-300","https://www.rnz.co.nz/news/the-wireless","The battle over Wellington’s ‘ugliest building’","https://www.rnz.co.nz/news/the-wireless/375279/the-battle-over-wellington-s-ugliest-building","The Environment Court has said ""great care should be taken before demolition"". 
Photo: Rebekah Parsons-King/The Wireless"
"1584588169-212","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","At the inquest, Murray learns that when he called police, Cerven had been lying dead in the park for more than an hour. “That’s a bit disconcerting, somehow,” he tells Coroner Greig."
"1584588165-42","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","That same year, the tough on crime lobby group Sensible Sentencing Trust was established, pushing hard-line anti-crime rhetoric. A march organised by the trust two weeks before the 2002 general election was covered by media and attended by Corrections Minister Matt Robson and opposition leader Bill English. Many of the 900 attendees held handmade wooden crosses bearing the names of murder victims."
"1584588165-78","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","Victim advocate and former Sensible Sentencing Trust spokeswoman Ruth Money says she sees there is a need to reduce the remand population and focus on reducing recidivism, but she’s not convinced that repealing laws will help. “I wouldn’t want to wind the clock back and make changes that risk public safety.”"
"1584588169-191","https://www.rnz.co.nz/news/the-wireless","The life and death of David Cerven","https://www.rnz.co.nz/news/the-wireless/375259/the-life-and-death-of-david-cerven","“Everybody is thinking I robbed a liquor store,” he says, in a thick Slavic accent. “I am in May-ers Park, on the grass in the middle… Everybody thinking that I robbery something, but I nothing robbery.” He says he is alone in the park, and spells out his name: “C-E-R-V-E-N.”"
"1584588165-49","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","In October 2007, the Parole Amendment Act came into force, incorporating changes that addressed issues raised by the Burton incident, and making it even more difficult for prisoners to get out. In October 2008, a month before the General Election, Key announced the National Party would abolish parole for some violent repeat offenders - like Burton and Bell - under its proposed ""life means life"" policy. In November Key became prime minister."
"1584588165-83","https://www.rnz.co.nz/news/the-wireless","Crime and Punishment: Will freeing more prisoners work?","https://www.rnz.co.nz/news/the-wireless/375276/crime-and-punishment-will-freeing-more-prisoners-work","In a February briefing, Ministry of Justice officials warned that prisons would become severely overcrowded, rehabilitation services would need to be cut back and the prison system would ultimately fail if the projected population did not fall by a certain date (the date was redacted from a document obtained under the Official Information Act). The briefing continued: “Furthermore, given the currently highly stressed state of the prison network, a third of this reduction would need to be fully realised before the end of 2019.”"
